kkID,datasetID,speciesID,id,taxonRank,kingdom,phylum,phyloGroup,phyloGroupSort,taxonClass,taxonOrder,taxonFamily,genus,species,scientificNameAuthorship,taxonomicRemarks_EN-US,taxonomicRemarks_ID,recognitionBasedOn,mainCommonName_EN,otherCommonName_EN,commonNameRemarks_EN,mainCommonName_ID,otherCommonName_ID,commonNameRemarks_ID,typeVoucher,verbatimTypeLocality,typeLocality,typeLocalityLatitude,typeLocalityLongitude,typeLocalityElevationInMeters,typeLocalityDepthInMeters,originalNameAsDescribed,synonymsWithAuthorYears,countryDistribution,biogeographicRegion,distributionStatus,nativeLocalDistribution_ID,introducedLocalDistribution_ID,distributionRemarks_EN-US,distributionRemarks_ID,keyMeasurements,keyCharacters_EN-US,keyCharacters_ID,characterRemarks_EN-US,characterRemarks_ID,habitatRemarks_EN-US,habitatRemarks_ID,additionalRemarks_EN-US,additionalRemarks_ID,iucnStatus,citesStatus,countryStatus,countryStatusReference,symbionts,symbiontRemarks_EN-US,symbiontRemarks_ID,referenceURIs,externalTaxonIdentifiers,externalURIs,associatedData,externalAssociatedDataURIs,contributorNameOrcid,datasetNames
405,1,,,species,Animalia,Chordata,Monotremata,1,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,Tachyglossus aculeatus,"(Shaw, 1792)",,,,Short-beaked Echidna,Australian Echidna|Short-nosed Echidna|Spiny Anteater|Bristly Echidna|Kangaroo Island Echidna,,,,,,"“New Holland [= Sydney]”, New South Wales, Australia.",,,,,,Myrmecophaga aculeata,,Australian Echidna;Short-nosed Echidna;Spiny Anteater;Bristly Echidna;Kangaroo Island Echidna,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000002,,,,,Metatheria
405,1,,,species,Animalia,Chordata,Monotremata,1,Mammalia,Monotremata,Tachyglossidae,Zaglossus,Zaglossus attenboroughi,"Flannery & Groves, 1998",,,,Attenborough's Long-beaked Echidna,Attenborough's Echidna|Attenborough's Long-nosed Echidna|Cyclops Long-beaked Echidna|Cyclops Long-nosed Echidna|Sir David's Long-beaked Echidna|Sir David's Long-nosed Echidna,,,,,"RMNH.MAM.17301.a, RMNH.MAM.17301.b","“‘Oost-top, Berg Rara, 1600 m,’ Cyclops Mountains, Dutch New Guinea [= Irian Jaya, New Guinea, Indonesia].”",,,,,,Zaglossus attenboroughi,,Attenborough's Echidna;Attenborough's Long-nosed Echidna;Cyclops Long-beaked Echidna;Cyclops Long-nosed Echidna;Sir David's Long-beaked Echidna;Sir David's Long-nosed Echidna,,,,,,,,,,,,,,,,CR,,,,,,,,mdd:1000003,,,,,Metatheria
405,1,,,species,Animalia,Chordata,Monotremata,1,Mammalia,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bartoni,"(Thomas, 1907)",,,,Eastern Long-beaked Echidna,Barton's Long-beaked Echidna,,,,,BMNH:Mamm:1907.7.17.5,"“Mount Victoria, British New Guinea [= Albert Edward Range, Papua New Guinea]”, alt 8000 ft [= 2438 m].",,,,,,Acanthoglossus Bruijnii Bartoni,,Barton's Long-beaked Echidna,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000004,,,,,Metatheria
405,1,,,species,Animalia,Chordata,Monotremata,1,Mammalia,Monotremata,Tachyglossidae,Zaglossus,Zaglossus bruijnii,"(Peters & Doria, 1876)",,,,Western Long-beaked Echidna,Long-beaked Echidna|Long-nosed Echidna|Long-nosed Spiny Anteater|New Guinea Long-nosed Echidna,,,,,MSNG CE 1623,"“Mons Arfak, Nova Guinea sept [= Arfak Mountains, Manokwari Division, Vogelkop Peninsula, Irian Jaya, Indonesia].”",,,,,,Tachyglossus bruijnii,,Long-beaked Echidna;Long-nosed Echidna;Long-nosed Spiny Anteater;New Guinea Long-nosed Echidna,,,,,,,,,,,,,,,,CR,,,,,,,,mdd:1000005,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Dasyurus albopunctatus,"Schlegel, 1880",,,,New Guinea Quoll,,,,,,"RMNH.MAM.37157.a, RMNH.MAM.37157.b","Arfak Mtns, Sapoea, Manokwari Div., Vogelkop, Prov. of Papua (= Irian Jaya), New Guinea, Indonesia.",,,,,,Dasyurus albopunctatus,,,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1000147,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,Dasyurus spartacus,"Van Dyck, 1988",,,,Bronze Quoll,,,,,,PNGM 22000,"Marehead, 8° 41' S, 141° 39' E, Trans-Fly Plains, Papua New Guinea.",,-8.68333,141.65,,,Dasyurus spartacus,,,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1000151,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Myoictis,Myoictis melas,"(Müller in Temminck, 1840)",,,,Müller's Three-striped Dasyure,Three-striped Marsupial Mouse,,,,,"RMNH.MAM.25750.a, RMNH.MAM.25750.b","""Nieuw-Guinea, in de triton's baai (op 3° 39' Z. breedte),"" Mt. Lamantsjieri, near Triton Bay, Lobo District, Fakfak Division, Prov. of Papua (= Irian Jaya), Indonesia.",,-3.75,134.08333333333334,,,Phascogale melas,,Three-striped Marsupial Mouse,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000154,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Myoictis,Myoictis wallacii,"Gray, 1858",,,,Wallace's Three-striped Dasyure,Wallace's Dasyure,,,,,BMNH:Mamm:1858.2.20.1,"""Aru Island,"" New Guinea.",,,,,,Myoictis Wallacii,,Wallace's Dasyure,,,,,,,,,,,,,,,,LC (as Myoictis wallacei),,,,,,,,mdd:1000155,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Neophascogale,Neophascogale lorentzii,"(Jentink, 1911)",,,,Speckled Dasyure,Long-clawed Marsupial Mouse,,,,,"RMNH.MAM.36163.a, RMNH.MAM.36163.b, RMNH.MAM.36163.c","Helwig Mtns, south of Mt. Wilhelmina, 2600 m, Djajawidjaja (= Jayawijaya) Division, Prov. of Papua (= Irian Jaya), New Guinea, Indonesia.",,,,,,Phascogale Lorentzii,,Long-clawed Marsupial Mouse,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000157,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Phascolosorex,Phascolosorex doriae,"(Thomas, 1886)",,,,Red-bellied Phascogale,Red-bellied Dasyure|Red-bellied Marsupial Shrew,,,,,"MSNG CE 589, MSNG CE 3907","Arfak Mtns, Mori, Manokwari Div., Vogelkop, Prov. of Papua (= Irian Jaya), New Guinea, Indonesia.",,,,,,Phascologale doriae,,Red-bellied Dasyure;Red-bellied Marsupial Shrew,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000159,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Phascolosorex,Phascolosorex dorsalis,"(Peters & Doria, 1876)",,,,Narrow-striped Dasyure,Narrow-striped Marsupial Shrew,,,,,MSNG CE 3916,"Arfak Mtns, Hatam, Manokwari Div., Vogelkop, Prov. of Papua (= Irian Jaya), New Guinea, Indonesia.",,,,,,Phascologale dorsalis,,Narrow-striped Marsupial Shrew,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000160,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia aspera,"(Thomas, 1913)",,,,Southern Short-furred Dasyure,,,,,,BMNH:Mamm:1913.6.18.90,"Camp No. 3, Utakwa River, Netherlands New Guinea, 2,500 ft.",,-4.4,137.2,,,Phascogale murex aspera,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006753,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia habbema,"(Tate & Archbold, 1941)",,,,Habbema Dasyure,Habbema Antechinus,,,,,AMNH M-109812,"9 km N of Lake Habbema, North Slope of Mt. Wilhelmina, 2800 m, Prov. of Papua (= Irian Jaya), Indonesia.",,,,,,Antechinus habbema,,Habbema Antechinus,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000182,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia longicaudata,"(Schlegel, 1866)",,,,Aru Short-furred Dasyure,,,,,,"RMNH.MAM.35135.a, RMNH.MAM.35135.b","Wonumbai, Aru Islands, Indonesia.",,-6,134.5,,,Phascogale longicaudata,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000183,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia maxima,"(Stein, 1932)",,,,Northern Short-furred Dasyure,Stein's Dasyure,,,,,ZMB 44328,"Japen Island, Geelvinck Bay, western Netherlands New Guinea.",,-1.75,136.16666666666666,,,Phascogale maxima,,Stein's Dasyure,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006754,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia melanura,"(Thomas, 1899)",,,,Black-tailed Dasyure,Broad-footed Marsupial Mouse,,,,,MSNG CE 3915,"Moroka, 9° 24' S, 147° 32' E, 1300 m, Astrolabe Range, Central Prov., Papua New Guinea.",,-9.4,147.5333,,,Phascogale melanura,,Broad-footed Marsupial Mouse,,,,,,,,,,,,,,,,LC (as Murexia melanurus),,,,,,,,mdd:1000184,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia naso,"(Jentink, 1911)",,,,Western Long-nosed Dasyure,Long-nosed Antechinus,,,,,"RMNH.MAM.35134.a, RMNH.MAM.35134.b","south of Mt. Wilhelmina, about 2000 m, 4° 32' S, 138° 41' E, Helwig Mountains, Jayawijaya Div., Prov. of Papua (= Irian Jaya), Indonesia.",,-4.53333,138.6833,,,Phascogale naso,,Long-nosed Antechinus,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000185,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Murexia,Murexia wilhelmina,"(Tate, 1947)",,,,Lesser Dasyure,,,,,,AMNH M-109811,"9 kilometres north of Lake Habbema, north of Mount Wilhelmina, Netherlands New Guinea, 2,800 metres.",,-4.083333333333333,138.83333333333334,,,Antechinus wilhelmina,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006757,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Planigale novaeguineae,"Tate & Archbold, 1941",,,,Papuan Planigale,New Guinean Planigale,,,,,AMNH M-108561,"Rona Falls, Laloki River (vicinity of Port Moresby), 250 m, Central Prov., Papua New Guinea.",,,,,,Planigale novaeguineae,,New Guinean Planigale,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000193,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,Sminthopsis virginiae,"(de Tarragon, 1847)",,,,Red-cheeked Dunnart,,,,,,,"type locality not given. Restricted by M. Archer in 1981 to ""Herbert Vale, Queensland, Australia.""",,,,,,Phascogale Virginiæ,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000217,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Dasyuromorphia,Thylacinidae,Thylacinus,Thylacinus cynocephalus,"(Harris, 1808)",,,,Thylacine,Hyena Opossum|Marsupial Wolf|Tasmanian Tiger|Tasmanian Wolf|Zebra Wolf,,,,,untraced (number not known),"Tasmania, Australia.",,,,,,Didelphis cynocephala,,Hyena Opossum;Marsupial Wolf;Tasmanian Tiger;Tasmanian Wolf;Zebra Wolf,,,,,,,,,,,,,,,,EX,,,,,,,,mdd:1000220,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera clara,"Stein, 1932",,,,Clara's Spiny Bandicoot,Clara's Bandicoot|White-lipped Bandicoot|Clara's Echymipera,,,,,ZMB 44230,"Japen (= Yapen) I, Tjenderawasih Division, Papua Province (= Irian Jaya), Indonesia.",,,,,,Echimypera clara,,Clara's Bandicoot;White-lipped Bandicoot;Clara's Echymipera,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000223,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera kalubu,"(Fischer, 1829)",,,,Common Spiny Bandicoot,Black-headed Bandicoot|Kalubu Echymipera|Common Echymipera,,,,,lost (number not known),"""In insula Waigeo,"" (= Waigeo Island, Sorong Division, Papua Province, Indonesia).",,,,,,Perameles? Kalubu,,Black-headed Bandicoot;Kalubu Echymipera;Common Echymipera,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000226,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Echymipera,Echymipera rufescens,"(Peters & Doria, 1875)",,,,Long-nosed Spiny Bandicoot,Rufescent Bandicoot|Rufous Spiny Bandicoot|Long-nosed Echymipera,,,,,MSNG CE 3909,"""Insulae Kei [= Kai Island],"" Indonesia.",,,,,,Perameles rufescens,,Rufescent Bandicoot;Rufous Spiny Bandicoot;Long-nosed Echymipera,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000227,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Microperoryctes,Microperoryctes aplini,"Helgen & Flannery, 2004",,,,Arfak Pygmy Bandicoot,,,,,,BPBM VZ-BBM-NG 22457,"Kampong Sururai, Lake Anggi Giji (01°23'S, 133°58'E), 6200 ft (= 1890 m), Arfak Mountains, eastern Vogelkop Peninsula, western New Guinea (Papua Province, Indonesia).",,-1.38333,133.9667,,,Microperoryctes aplini,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000228,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Microperoryctes,Microperoryctes longicauda,"(Peters & Doria, 1876)",,,,Long-tailed Bandicoot,Striped Bandicoot,,,,,"MSNG CE 597, MSNG CE 3908","""Hatam, Mons Arfak,"" (= Arfak Mountains, Bird's Head, Manokwari Division, Papua Province, Indonesia).",,,,,,Perameles longicauda,,Striped Bandicoot,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000229,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Microperoryctes,Microperoryctes murinus,"Stein, 1932",,,,Mouse Bandicoot,Weyland Mouse Bandicoot,,,,,ZMB 44229,"Sumuri Mountain, 2500 m, Weyland Mountains, Paniai Division, Papua Province (= Irian Jaya), Indonesia.",,,,,,Microperoryctes murina,,Weyland Mouse Bandicoot,,,,,,,,,,,,,,,,VU (as Microperoryctes murina),,,,,,,,mdd:1000230,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Rhynchomeles,Rhynchomeles prattorum,"Thomas, 1920",,,,Seram Bandicoot,Ceram Bandicoot|Seram Island Long-nosed Bandicoot,,,,,BMNH:Mamm:1920.7.26.34,"""Mt. Manusela, 6000',"" Seram Island, Indonesia.",,,,,,Rhynchomeles prattorum,,Ceram Bandicoot;Seram Island Long-nosed Bandicoot,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1000232,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Isoodon,Isoodon macrourus,"(Gould, 1842)",,,,Northern Brown Bandicoot,Brindled Bandicoot|Giant Brindled Bandicoot|Large Northern Bandicoot|Northern Short-nosed Bandicoot,,,,,BMNH:Mamm:1842.5.26.11,"""Port Essington,"" Northern Territory, Australia.",,,,,,Perameles macroura,,Brindled Bandicoot;Giant Brindled Bandicoot;Large Northern Bandicoot;Northern Short-nosed Bandicoot,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000235,,,,,Metatheria
405,1,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,Peroryctes raffrayanus,"(Milne-Edwards, 1878)",,,,Raffray's Bandicoot,Long-legged Bandicoot,,,,,MNHN 1877-2028,"""Amberbaki,"" Bird's Head (= Vogelkop), Manokwari Division, Papua Province (= Irian Jaya), Indonesia.",,-0.5333333333333333,133.03333333333333,,,Perameles raffrayanus,,Long-legged Bandicoot,,,,,,,,,,,,,,,,LC (as Peroryctes raffrayana),,,,,,,,mdd:1000248,,,,,Metatheria
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus inustus,"Müller in Temminck, 1840",,,,Grizzled Tree Kangaroo,,,,,,"RMNH.MAM.13483.a, RMNH.MAM.13483.b","Mount Lamantsjieri, near Triton Bay, Lobo District, Fakfak Division, West Papua, Indonesia.",,,,,,Dendrolagus inustus,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000255,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus mayri,"Rothschild & Dollman, 1933",,,,Wondiwoi Tree Kangaroo,,,,,,BMNH:Mamm:1939.2931,"Wondiwoi Mts, 1600 m, Papua, Indonesia.",,,,,,Dendrolagus mayri,,,,,,,,,,,,,,,,,,CR,,,,,,,,mdd:1000258,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus mbaiso,"Flannery, Boeadi, & Szalay, 1995",,,,Dingiso,,,,,,AM M.30751,"Mount Ki, Tembagapura area, West Papua, Indonesia.",,-4.083333333333333,137.1,,,Dendrolagus mbaiso,,,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1000259,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus pulcherrimus,"Flannery, 1993",,,,Golden-mantled Tree Kangaroo,,,,,,AM M.21717,"elevation of 1120 m in the Kukumbau area, Mt Sapau, near Sibilanga, 03° 21' S, 142° 35' E, West Sepik Pronvince, Papua New Guinea.",,-3.533333333333333,142.5833,,,Dendrolagus goodfellowi pulcherrimus,,,,,,,,,,,,,,,,,,CR,,,,,,,,mdd:1000261,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus stellarum,"Flannery & Seri, 1990",,,,Seri's Tree Kangaroo,,,,,,AM M.17789,"""western end of Dokfuma basin, 3,000 m, Star Mountains, Western Province, Papua New Guinea, 5°01'S 141°07'E.""",,-5.01667,141.1167,,,Dendrolagus dorianus stellarum,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000264,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,Dendrolagus ursinus,"(Temminck, 1836)",,,,Vogelkop Tree Kangaroo,Black Tree Kangaroo|Ursine Tree Kangaroo|White-throated Tree Kangaroo,,,,,"RMNH.MAM.13507.a, RMNH.MAM.13507.b","Mount Lamantsjieri, near Triton Bay, Lobo District, Fakfak Division, West Papua, Indonesia.",,,,,,Hypsiprymnus ursinus,,Black Tree Kangaroo;Ursine Tree Kangaroo;White-throated Tree Kangaroo,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000265,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale brownii,"(Ramsay, 1877)",,,,New Guinea Pademelon,Brown's Pademelon|Mountain Pademelon,,,,,"AM PA.1033, AM PA.1034, AM PA.1035","New Ireland, Papua New Guinea.",,,,,,Halmaturus Brownii,,Brown's Pademelon;Mountain Pademelon,,,,,,,,,,,,,,,,VU (as Thylogale browni),,,,,,,,mdd:1000312,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale brunii,"(von Schreber, 1777)",,,,Dusky Pademelon,Dusky Wallaby,,,,,lost (number not known),"Aru Islands, West Papua, Indonesia.",,,,,,Didelphys Brunii,,Dusky Wallaby,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000313,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Thylogale,Thylogale stigmatica,"(Gould, 1861)",,,,Red-legged Pademelon,Scrub Wallaby,,,,,BMNH:Mamm:1860.11.13.1,"""Point Cooper, on the north-east coast of Australia,"" Queensland, Australia.",,,,,,Halmaturus stigmaticus,,Scrub Wallaby,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000315,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis hageni,"Heller, 1897",,,,White-striped Forest Wallaby,Greater Forest Wallaby|Northern Forest Wallaby|White-striped Dorcopsis,,,,,"SMNK-MAM 533, SMNK-MAM 534, SMNK-MAM 535","Nova Guinea, Stefansort, ad sinum Astrolabe, Madang Province, Papua New Guinea.",,,,,,Dorcopsis hageni,,Greater Forest Wallaby;Northern Forest Wallaby;White-striped Dorcopsis,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000267,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis luctuosa,"(D'Albertis, 1874)",,,,Gray Forest Wallaby,Eastern Forest Wallaby|Grey Dorcopsis,,,,,BMNH:Mamm:1875.4.16.1,"""S. E. of New Guinea [= Papua New Guinea].""",,,,,,Halmaturus luctuosus,,Eastern Forest Wallaby;Grey Dorcopsis,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1000268,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,Dorcopsis muelleri,"(Schlegel, 1866)",,,,Brown Forest Wallaby,Brown Dorcopsis|Western Forest Wallaby,,,,,"RMNH.MAM.13473.a, RMNH.MAM.13473.b","Lobo Bay, Manokwari Division, Vogelkop Peninsula, West Papua, Indonesia.",,,,,,Macropus Mülleri,,Brown Dorcopsis;Western Forest Wallaby,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000269,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,Dorcopsulus vanheurni,"(Thomas, 1922)",,,,Small Forest Wallaby,Lesser Forest Wallaby|Mountain Forest Wallaby|Small Dorcopsis|Small Dorcopsulus,,,,,BMNH:Mamm:1922.2.2.64,"""Doormanpad-bivak"" (3°30'S, 138°30'E), 1410 m, Djajawidjaja Division, West Papua, New Guinea.",,-3.5,138.5,,,Dorcopsis vanheurni,,Lesser Forest Wallaby;Mountain Forest Wallaby;Small Dorcopsis;Small Dorcopsulus,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1000271,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Macropodidae,Notamacropus,Notamacropus agilis,"(Gould, 1842)",,,,Agile Wallaby,Grass Wallaby|Jungle Wallaby|River Wallaby|Sandy Wallaby,,,,,BMNH:Mamm:1844.2.15.2,"""procured at Port Essington,"" Northern Territory, Australia.",,,,,,Halmaturus agilis,,Grass Wallaby;Jungle Wallaby;River Wallaby;Sandy Wallaby,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000278,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Acrobatidae,Distoechurus,Distoechurus pennatus,"(Peters, 1874)",,,,Feather-tailed Possum,Feathertail Possum|New Guinean Feather-tailed Possum|Pen-tailed Possum,,,,,MSNG CE 3899,"""Andai,"" Vogelkop (= Bird's Head Peninsula), Papua Province, Indonesia.",,,,,,Phalangista (Distoechurus) pennata,,Feathertail Possum;New Guinean Feather-tailed Possum;Pen-tailed Possum,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1000333,,,,,Diprotodontia
405,2,,,species,Animalia,Chordata,"Dasyuromorphia, Peramelemorphia, Diprotodontia",2,Mammalia,Diprotodontia,Petauridae,Dactylopsila,Dactylopsila kambuayai,"Aplin in Aplin, Pasveer, & Boles, 1999",,,,Arfak Striped Possum,Vogelkop Ring-tailed Possum|Vogelkop Striped Possum,,,,,WAM 98.7.40,"""Kria Cave, 3 km east of the village Suwiam/Mapura, northeast of the Ayamaru Lakes, Ayamaru Plateau, central Bird's Head [= Vogelkop], Irian Jaya, Indonesia.""",,,,,,Dactylopsila kambuayai,,Vogelkop Ring-tailed Possum;Vogelkop Striped Possum,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1000334,,,,,Diprotodontia
