kkID,datasetID,speciesID,id,taxonRank,kingdom,phylum,phyloGroup,phyloGroupSort,taxonClass,taxonOrder,taxonFamily,genus,species,scientificNameAuthorship,taxonomicRemarks_EN-US,taxonomicRemarks_ID,recognitionBasedOn,mainCommonName_EN,otherCommonName_EN,commonNameRemarks_EN,mainCommonName_ID,otherCommonName_ID,commonNameRemarks_ID,typeVoucher,verbatimTypeLocality,typeLocality,typeLocalityLatitude,typeLocalityLongitude,typeLocalityElevationInMeters,typeLocalityDepthInMeters,originalNameAsDescribed,synonymsWithAuthorYears,countryDistribution,biogeographicRegion,distributionStatus,nativeLocalDistribution_ID,introducedLocalDistribution_ID,distributionRemarks_EN-US,distributionRemarks_ID,keyMeasurements,keyCharacters_EN-US,keyCharacters_ID,characterRemarks_EN-US,characterRemarks_ID,habitatRemarks_EN-US,habitatRemarks_ID,additionalRemarks_EN-US,additionalRemarks_ID,iucnStatus,citesStatus,countryStatus,countryStatusReference,symbionts,symbiontRemarks_EN-US,symbiontRemarks_ID,referenceURIs,externalTaxonIdentifiers,externalURIs,associatedData,externalAssociatedDataURIs,contributorNameOrcid,datasetNames
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus korinchi,"(Robinson & Kloss, 1916)",,,,Sumatran Mountain Rat,Kerinci Rat,,,,,FMSM 442/14,"Sungai Kring, 7300 ft (= 2225 m), Gunung Kerinci, Propinsi Jambi, western Sumatra, Indonesia.",,,,,,Epimys korinchi,,Kerinci Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003633,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus leucopus,"(Gray, 1867)",,,,Cape York Rat,Mottle-tailed Rat|Mottle-tailed Cape York Rat|Spiny-furred Rat,,,,,BMNH:Mamm:1867.5.6.4,"""North Australia [Queensland]; Cape York.""",,,,,,Acanthomys leucopus,,Mottle-tailed Rat;Mottle-tailed Cape York Rat;Spiny-furred Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003634,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus lugens,"(Miller, 1903)",,,,Mentawai Archipelago Rat,,,,,,USNM:MAMM:121533,"Pulau Utara Pagai (= North Pagai Island), Kepulauan Mentawai, Indonesia.",,,,,,Mus lugens,,,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003636,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus marmosurus,"Thomas, 1921",,,,Marmoset Xanthurus Rat,Marmoset Rat|Opossum Rat|Opossum Xanthurus Rat,,,,,BMNH:Mamm:1897.1.2.22,"""Mt. Masarang [= Gunung Masarang], Minahassa, 2000' [= 610 m],"" north-eastern Sulawesi, Indonesia.",,,,,,Rattus marmosurus,,Marmoset Rat;Opossum Rat;Opossum Xanthurus Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003639,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus mollicomulus,"Tate & Archbold, 1935",,,,Lampobatang Sulawesi Rat,Little Soft-furred Rat,,,,,AMNH M-101134,"""Wawa Karaing [= Wawokaraeng], Gunung [= Mount] Lampobatang, southern Celebes [= Sulawesi], 1500 meters,"" Indonesia.",,,,,,Rattus mollicomulus,,Little Soft-furred Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003641,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus morotaiensis,"Kellogg, 1945",,,,Moluccan Prehensile-tailed Rat,Halmahara Rat,,,,,USNM:MAMM:277312,"""Morotai Island, Gilolo Group, Netherlands East Indies [= Indonesia].""",,,,,,Rattus morotaiensis,,Halmahara Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003644,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus nikenii,"Maryanto, Sinaga, Achmadi, & Maharadatunkamsi, 2010",,,,Gag Island Rat,Niken's Rat,,,,,MZB 17921,"""Gag Island, West Papua, Indonesia.""",,,,,,Rattus nikenii,,Niken's Rat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003646,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus ombirah,"P.-Fabre, Portela Miguez, Holden, Fitriana, Semiadi, Musser, & Helgen, 2024",,,,Obi Island Rat,,,,,,MZB 38231,"""the southwest of the island of Obi (North Maluku Province, Indonesia), is on Gunung Sere above the villages of Tapaya and Wayaloar. The holotype was collected along a ridge at 970 m asl, near a campsite at 1.624°S 127.709°E, 870 m asl.""",,-1.624,127.709,,,Rattus ombirah,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006783,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus omichlodes,"Misonne, 1979",,,,Arianus's New Guinea Mountain Rat,Arianus's Rat,,,,,MZB 306,"Ertsberg (4°04' S, 137°07' E), 3400 m, western Snow Mountains (= Pegunungan Maoke), Province of Papua, West Papua (= Irian Jaya), New Guinea.",,-4.06667,137.1167,,,Rattus omichlodes,,Arianus's Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003651,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus pelurus,"Sody, 1941",,,,Peleng Island Xanthurus Rat,Peleng Rat|Peleng Xanthurus Rat,,,,,"RMNH.MAM.9800.a, RMNH.MAM.9800.b","Pulau Peleng (1°23' S, 123°14' E), east of Sulawesi, Kepulauan Banggai, Indonesia.",,-1.38333,123.2333,,,Rattus foramineus pelurus,,Peleng Rat;Peleng Xanthurus Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003654,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus pococki,"Ellerman, 1941",,,,Pocock's New Guinea Highland Rat,Pocock's Highland Rat,,,,,ZMB 45679,"Mount Sumuri, 2500 m, Weyland Range, Province of Papua, West Papua (= Irian Jaya), Indonesia.",,,,,,Rattus niobe pococki,,Pocock's Highland Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003655,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus praetor,"(Thomas, 1888)",,,,Large New Guinea Spiny Rat,Large New Guinea Rat|Large Spiny Rat,,,,,BMNH:Mamm:1888.1.5.39,"Aola, Guadalcanal Island, Solomon Islands.",,,,,,Mus praetor,,Large New Guinea Rat;Large Spiny Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003656,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus richardsoni,"Tate, 1949",,,,Richardson's New Guinea Mountain Rat,Glacier Rat|Richardson's Mountain Rat,,,,,AMNH M-150701,"""near Lake Habbema, north of Mt. Wilhelmina, Netherlands New Guinea, altitude 3225 meters.""",,,,,,Rattus richardsoni,,Glacier Rat;Richardson's Mountain Rat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003660,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus salocco,"Tate & Archbold, 1935",,,,Southeastern Xanthurus Rat,,,,,,AMNH M-101119,"""Tanke Salocco, Mengkoka Range, southeastern Celebes [= Sulawesi, Indonesia], 1500 meters.""",,,,,,Rattus salocco,,,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003662,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus simalurensis,"(Miller, 1903)",,,,Simalur Archipelago Rat,Simalur Rat,,,,,USNM:MAMM:114216,"""Simalur Island,"" Sumatra, Indonesia.",,,,,,Mus simalurensis,,Simalur Rat,,,,,,,,,,,,,,,,EN,,,,,,,,mdd:1003665,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus sordidus,"(Gould, 1858)",,,,Canefield Rat,Dusky Field-rat|Sombre Downs Rat|Sordid Rat,,,,,BMNH:Mamm:1858.11.24.6,"""Open plains of Darling Downs,"" Queensland, Australia.",,,,,,Mus sordidus,,Dusky Field-rat;Sombre Downs Rat;Sordid Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003666,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus steini,"Rümmler, 1935",,,,Stein's New Guinea Rat,Small Spiny Rat|Stein's Rat,,,,,ZMB 45676,"Mount Kunupi, Weyland Range, Province of Papua, West Papua (= Irian Jaya), New Guinea.",,,,,,Rattus leucopus steini,,Small Spiny Rat;Stein's Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003667,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus taliabuensis,"P.-Fabre, Portela Miguez, Holden, Fitriana, Semiadi, Musser, & Helgen, 2023",,,,Taliabu Island Rat,,,,,,MTD B119968,"""Sula Islands, Taliabu Island[, Indonesia]. The label indicates a 300 m altitude for the type locality.""",,,,,,Rattus taliabuensis,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006784,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus tanezumi,"(Temminck, 1844)",,,,East Asian House Rat,Oriental Rat|Oriental Roof Rat|Tanizumi Rat|Oriental House Rat,,,,,"RMNH.MAM.24207.a, RMNH.MAM.24207.b, RMNH.MAM.27421","""japonais est Ta-nezumi."" Interpreted by J. K. Jones, Jr. and D. H. Johnson in 1965 as ""Japan ... vicinity of Nagasaki on the southern island of Kyushu.""",,,,,,Mus tanezumi,,Oriental Rat;Oriental Roof Rat;Tanizumi Rat;Oriental House Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003669,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus timorensis,"Kitchener, Aplin, & Boeadi, 1991",,,,Timor Forest Rat,Timor Rat,,,,,WAM M34827,"7 km east of Desa Nenas, 1900 m, Gunung Mutis, Timor, Nusa Tenggara, Indonesia.",,-9.516666666666667,124.26666666666668,,,Rattus timorensis,,Timor Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003671,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus tiomanicus,"(Miller, 1900)",,,,Malaysian Field Rat,Malayan Field Rat|Tioman Rat,,,,,USNM:MAMM:101763,"""Tioman Island [Pahang, Malaysia].""",,,,,,Mus tiomanicus,,Malayan Field Rat;Tioman Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003672,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus verecundus,"(Thomas, 1904)",,,,New Guinea Slender Rat,,,,,,BMNH:Mamm:1903.12.1.1,"""Avera, Aroa River [Central Province], British New Guinea [= Papua New Guinea].""",,,,,,Mus verecundus,,,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003675,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Rattus,Rattus xanthurus,"(Gray, 1867)",,,,Northeastern Xanthurus Rat,Yellow-tailed Forest Rat|Yellow-tailed Rat,,,,,,"""North Celebes [= north Sulawesi, Indonesia]; Tondano ... 3600 feet [= 1069 m].""",,,,,,Mus xanthura,,Yellow-tailed Forest Rat;Yellow-tailed Rat,,,,,,,,,,,,,,,,NT,,,,,,,,mdd:1003677,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Sommeromys,Sommeromys macrorhinos,"Musser & Durden, 2002",,,,Sommer's Sulawesi Rat,Sommer's Rat,,,,,AMNH M-226956,"""2400 m near the summit of Gunung Tokala (02°13'S/120°04'E), a mountain between the Rampi and Seko valleys in the southern section of central Sulawesi (Province Sulawesi Tengah),"" Indonesia.",,-2.21667,120.0667,,,Sommeromys macrorhinos,,Sommer's Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003679,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Sundamys,Sundamys annandalei,"(Bonhote, 1903)",,,,Annandale's Sundaic Rat,Annandale's Rat,,,,,BMNH:Mamm:1903.2.5.16,"Sungkei, South Perak, Malaysia (Malay Peninsula).",,,,,,Mus annandalei,,Annandale's Rat,,,,,,,,,,,,,,,,LC (as Rattus annandalei),,,,,,,,mdd:1003681,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Sundamys,Sundamys infraluteus,"(Thomas, 1888)",,,,Mountain Giant Rat,Mountain Sundamys,,,,,,"""Mount Kina Balu, North Borneo [= Sabah],"" Malaysia.",,,,,,Mus infraluteus,,Mountain Sundamys,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003682,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Sundamys,Sundamys maxi,"(Sody, 1932)",,,,Bartels's Rat,Javan Sundamys,,,,,"RMNH.MAM.21477.a, RMNH.MAM.21477.b","Cibuni, Bandung, Java, Indonesia.",,,,,,Rattus maxi,,Javan Sundamys,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003683,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Sundamys,Sundamys muelleri,"(Jentink, 1880)",,,,Müller's Rat,Müller's Giant Sunda Rat|Müller's Sundamys,,,,,"RMNH.MAM.18347.a, RMNH.MAM.18347.b","""Sumatra, Batang Singgalang.""",,,,,,Mus mülleri,,Müller's Giant Sunda Rat;Müller's Sundamys,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003684,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys arcuatus,"(Tate & Archbold, 1935)",,,,Salokko Rat,Southeastern Mountain Taeromys,,,,,AMNH M-101111,"Tanke Salokko (highest spot on the mountain), 03°35' S/121°15' E, 1500 m, Pegunnungan Mekongga (= Mengkoka), south-eastern Sulawesi, Indonesia.",,-3.58333,121.25,,,Rattus arcuatus,,Southeastern Mountain Taeromys,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003685,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys callitrichus,"(Jentink, 1879)",,,,Lovely-haired Rat,Greater Taeromys,,,,,"RMNH.MAM.21275.a, RMNH.MAM.21275.b","Kakas, north-eastern Sulawesi, Indonesia.",,,,,,Mus callitrichus,,Greater Taeromys,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003686,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys celebensis,"(Gray, 1867)",,,,Celebes Rat,Long-tailed Taeromys,,,,,,"Manado, north-eastern Peninsula, Indonesia.",,,,,,Mus (Gymnomys) celebensis,,Long-tailed Taeromys,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003687,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys dominator,"(Thomas, 1921)",,,,Giant Sulawesi Rat,Sulawesi Giant Rat,,,,,BMNH:Mamm:1897.1.2.24,"""Mt. Masarang, 4000' [= 1219 m],"" Minahassa, northern Sulawesi, Indonesia.",,,,,,Rattus dominator,,Sulawesi Giant Rat,,,,,,,,,,,,,,,,LC (as Paruromys dominator),,,,,,,,mdd:1003606,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys hamatus,"(Miller & Hollister, 1921)",,,,Sulawesi Montane Rat,Central Mountain Taeromys,,,,,USNM:MAMM:218680,"Gunung Lehio, 6000 ft (1830 m), central Sulawesi, Indonesia.",,,,,,Rattus hamatus,,Central Mountain Taeromys,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003688,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys microbullatus,"(Tate & Archbold, 1935)",,,,Small-eared Rat,Small-eared Taeromys,,,,,AMNH M-101108,"Tanke Salokko (highest place in Pegunungan Mekongga), 3°35'S/121°15'E, 1500 m, Pegunungan Mekongga (= Mengkoka), south-eastern Peninsula, Indonesia.",,-3.58333,121.25,,,Rattus microbullatus,,Small-eared Taeromys,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003689,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys punicans,"(Miller & Hollister, 1921)",,,,Sulawesi Forest Rat,Reddish-furred Taeromys,,,,,USNM:MAMM:219625,"Pinedapa, 100 ft (30 m), central Sulawesi, Indonesia.",,,,,,Rattus punicans,,Reddish-furred Taeromys,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003690,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Taeromys,Taeromys taerae,"(Sody, 1932)",,,,Tondano Rat,Northeastern Mountain Taeromys,,,,,"RMNH.MAM.22569.a, RMNH.MAM.22569.b","near Tondano, north-eastern Sulawesi, Lembean, Indonesia.",,,,,,Rattus taerae,,Northeastern Mountain Taeromys,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003691,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Tateomys,Tateomys macrocercus,"Musser, 1982",,,,Long-tailed Sulawesian Shrew Rat,Long-tailed Shrew Rat,,,,,MZB 224317,"""altitude of 7500 feet [= 2286 m] in moss forest on the southwestern slope near the summit of Gunung Nokilalaki (lat. 1°13' S, long. 120°08' E), a high peak northeast of Danau Lindu, Province Sulawesi Tengah, Central Sulawesi, Indonesia.""",,-1.21667,120.1333,,,Tateomys macrocercus,,Long-tailed Shrew Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003694,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Tateomys,Tateomys rhinogradoides,"Musser, 1969",,,,Tate's Sulawesian Shrew Rat,Tate's Shrew Rat,,,,,AMNH M-196591,"""Latimodjong Gebirge, southwestern Celebes [= Sulawesi, Indonesia] ... at an elevation of 2200 meters.""",,,,,,Tateomys rhinogradoides,,Tate's Shrew Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003695,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Muridae,Waiomys,Waiomys mamasae,"Rowe, Achmadi, & Esselstyn, 2014",,,,Mamasa Water Rat,Mamasa Rat,,,,,NMV C37027/MZB 37000,"""Mount Gandangdewata (2.882898°S, 119.386448°E, 1571 m), Rantepangko, Mamasa, Sulawesi Barat, Indonesia.""",,-2.8829,119.3864,,,Waiomys mamasae,,Mamasa Rat,,,,,,,,,,,,,,,,DD,,,,,,,,mdd:1003698,,,,,Lagomorpha_Rodentia
405,10,,,species,Animalia,Chordata,"Lagomorpha, Rodentia",10,Mammalia,Rodentia,Spalacidae,Rhizomys,Rhizomys sumatrensis,"(Raffles, 1821)",,,,Indomalayan Bamboo Rat,Large Bamboo Rat|Sumatran Bamboo Rat,,,,,,"Malacca, Malaysia.",,,,,,Mus sumatrensis,,Large Bamboo Rat;Sumatran Bamboo Rat,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003790,,,,,Lagomorpha_Rodentia
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Echinosorex,Echinosorex gymnura,"(Raffles, 1821)",,,,Moonrat,Malayan Moonrat|Raffles' Gymnure,,,,,,"""Sumatra."" Restricted by G. B. Corbet in 1988 to ""Bencoolen, Sumatra,"" Indonesia.",,,,,,Viverra gymnura,,Malayan Moonrat;Raffles' Gymnure,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003822,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys dorsalis,"Thomas, 1888",,,,Bornean Short-tailed Gymnure,,,,,,BMNH:Mamm:1895.10.4.2,"""Mount Kina Balu, North Borneo"" (= Gunung Kinabalu, Sabah, Borneo, Malaysia, 2438 m a.s.l.).",,,,,,Hylomys suillus dorsalis,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006795,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys maxi,"Sody, 1933",,,,Max's Short-tailed Gymnure,,,,,,"RMNH.MAM.23895.a, RMNH.MAM.23895.b","Giesting, Lampoengs, S. Sumatra' (= Giesting, Mt. Tanggamus, Lampung, Sumatra, Indonesia; c. –5.44, 104.71).",,-5.44,104.71,,,Hylomys suillus maxi,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006797,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys parvus,"Robinson & Kloss, 1916",,,,Dwarf Gymnure,Dwarf Moonrat,,,,,BMNH:Mamm:1919.11.5.12 (= FMSM 576/14),"""Korinchi Peak, 10,000' [= 3048 m], West Sumatra,"" Indonesia.",,,,,,Hylomys parvus,,Dwarf Moonrat,,,,,,,,,,,,,,,,VU,,,,,,,,mdd:1003824,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys suillus,"Müller in Temminck, 1840",,,,Javan Short-tailed Gymnure,Lesser Moonrat|Short-tailed Moonrat|Short-tailed Gymnure,,,,,RMNH.MAM.39017,"""Java en het andere van Sumatra."" Restricted by H. J. V. Sody in 1933 to ""Java,"" Indonesia.",,,,,,Hylomys suillus,,Lesser Moonrat;Short-tailed Moonrat;Short-tailed Gymnure,,,,,,,,,,,,,,,,LC,,,,,,,,mdd:1003825,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,Hylomys vorax,"Hinckley, Lunde, & Hawkins in Hinckley, Camacho-Sanchez, Chua, Ruedi, Lunde, Maldonado, Omar, Leonard, & Hawkins, 2023",,,,Leuser Gymnure,,,,,,USNM:MAMM:271034,"""'Bivouac No. 5, Loser Trail, Atjeh; (now known as Mt. Leuser trail, Aceh, Sumatra, Indonesia). ... c. 3.85° N, 97.12° E, 2408 m a.s.l.""",,3.85,97.12,,,Hylomys vorax,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006799,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura abscondita,"Esselstyn, Achmadi, & Maharadatunkamsi, 2014",,,,Javan Long-tailed White-toothed Shrew,Javan Long-tailed Shrew|Mysterious White-toothed Shrew,,,,,MZB 36998 (= FMNH:Mamm:212794),"""Cibodas, Mt. Gede, West Java, Indonesia (6.74818°S, 106.99388°E, 1,611 m elevation).""",,-6.74818,106.9939,,,Crocidura absconditus,,Javan Long-tailed Shrew;Mysterious White-toothed Shrew,,,,,,,,,,,,,,,,DD (as Crocidura absconditus),,,,,,,,mdd:1003841,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura aequicauda,"Robinson & Kloss, 1918",,,,Mount Korinchi White-toothed Shrew,,,,,,BMNH:Mamm:1919.11.5.28 (= FMSM 448/14),"Sungei Kring, Korinchi Peak, West Sumatra, Indonesia, 7300 feet.",,,,,,Crocidura aequicauda,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006829,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura australis,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",,,,Southwest Peninsula White-toothed Shrew,,,,,,MZB 43003,"""Indonesia, Sulawesi Selatan, Sinjai, Sinjai Barat, Gunung Perak Village, Mt. Bawakaraeng; 5.308463° S, 119.948661° E, 2390–2550 m elevation.",,-5.308463,119.948661,,,Crocidura australis,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006614,,,,,Eulipotyphla
405,4,,,species,Animalia,Chordata,Eulipotyphla,4,Mammalia,Eulipotyphla,Soricidae,Crocidura,Crocidura baletei,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",,,,Balete's White-toothed Shrew,,,,,,MZB 43005,"""Indonesia, Sulawesi Tengah, Toli Toli, Galang, Malangga Selatan, Mt. Dako; 1.10607° N, 120.93853° E, 1600 m.""",,1.10607,120.93853,,,Crocidura baletei,,,,,,,,,,,,,,,,,,NE,,,,,,,,mdd:1006616,,,,,Eulipotyphla
