sciName,id,phylosort,mainCommonName_EN,otherCommonName_EN,subclass,infraclass,magnorder,superorder,taxonOrder,suborder,infraorder,parvorder,superfamily,taxonFamily,subfamily,tribe,genus,subgenus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authorityParentheses,originalNameAsDescribed,authoritySpeciesCitation,authoritySpeciesLink,typeVoucher,typeKind,typeVoucherURIs,verbatimTypeLocality,typeLocalityLatitude,typeLocalityLongitude,nominalNames,taxonomyNotes,taxonomyNotesCitation,distributionNotes,distributionNotesCitation,subregionDistribution,countryDistribution,continentDistribution,biogeographicRealm,iucnStatus,extinct,domestic,flagged,CMW_sciName,diffSinceCMW,MSW3_matchtype,MSW3_sciName,diffSinceMSW3,...51,authority,scientificNameAuthorship,externalTaxonIdentifiers,taxonClass,species
Crocidura_elongata,1003884,22,Northern Elongated White-toothed Shrew,Elongated Shrew|Sulawesi Long-tailed Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,elongata,G. S. Miller & Hollister,1921,0,Crocidura elongata,"Miller, G.S., Jr. and Hollister, N. 1921-06-30. Twenty new mammals collected by H. C. Raven in Celebes. Proceedings of the Biological Society of Washington 34:93-104.",https://www.biodiversitylibrary.org/page/3332375,USNM:MAMM:217534,holotype,http://n2t.net/ark:/65665/3d93af2ff-4771-493b-93fa-f8833c4dc7bf,"Temboan (SW from Tondano Lake), north-eastern Sulawesi, Indonesia.",0.979,124.605,"elongata G. S. Miller & Hollister, 1921",NA,NA,NA,NA,NA,Elongated Shrew;Sulawesi Long-tailed Shrew,Asia,Australasia,LC,0,0,0,Crocidura_elongata,0,sciname match,Crocidura_elongata,0,NA,Miller & Hollister,"Miller & Hollister, 1921",mdd:1003884,Mammalia,Crocidura elongata
Crocidura_foetida,1003890,22,Bornean White-toothed Shrew,Bornean Shrew|Lowland Bornean Shrew|Mountain Bornean Shrew|Kelabit Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,foetida,W. C. H. Peters,1870,0,Crocidura (Cr.) foetida,"Peters, W.C.H. 1870. Über neue Arten von Spitzmäusen des Königl. zoologischen Museums aus Ceylon, Malacca, Borneo, China, Luzon und Ostafrika. Monatsberichte der Königlichen Preussischen Akademie der Wissenschaften zu Berlin 1870:584-596.",https://www.biodiversitylibrary.org/page/42381543,ZMB 3826,holotype,NA,"""Benkajang (Borneo).""",NA,NA,"doriae W. C. H. Peters, 1870|foetida W. C. H. Peters, 1870|kelabit Medway, 1965",NA,NA,NA,NA,NA,Bornean Shrew;Lowland Bornean Shrew;Mountain Bornean Shrew;Kelabit Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_foetida,0,sciname match,Crocidura_foetida,0,NA,Peters,"Peters, 1870",mdd:1003890,Mammalia,Crocidura foetida
Crocidura_hutanis,1003915,22,Hutan White-toothed Shrew,Hutan Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,hutanis,Ruedi & Vogel,1995,0,Crocidura hutanis,"Ruedi, M. and Vogel, P. 1995-02. Chromosomal evolution and zoogeographic origin of southeast Asian shrews (genus _Crocidura_). Experientia 51(2):174-178.",https://doi.org/10.1007/BF01929365,IZEA 4426,holotype,NA,"Ketambe (03° 31' N, 97° 46' E), Alas Valley (300 m), Gunung Leuser National Park, Aceh, northern Sumatra, Indonesia.",3.516667,97.76667,"hutanis Ruedi & Vogel, 1995",NA,NA,NA,NA,NA,Hutan Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_hutanis,0,sciname match,Crocidura_hutanis,0,NA,Ruedi & Vogel,"Ruedi & Vogel, 1995",mdd:1003915,Mammalia,Crocidura hutanis
Crocidura_lea,1003927,22,Lesser Black-footed White-toothed Shrew,Sulawesi Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,lea,G. S. Miller & Hollister,1921,0,Crocidura lea,"Miller, G.S., Jr. and Hollister, N. 1921-06-30. Twenty new mammals collected by H. C. Raven in Celebes. Proceedings of the Biological Society of Washington 34:93-104.",https://www.biodiversitylibrary.org/page/3332340,USNM:MAMM:217553,holotype,http://n2t.net/ark:/65665/36a29ebe7-0ca0-49c1-a856-56c5485bd67f,"Temboan, Sulawesi, Indonesia.",0.979,124.605,"lea G. S. Miller & Hollister, 1921",NA,NA,NA,NA,NA,Sulawesi Shrew,Asia,Australasia,LC,0,0,0,Crocidura_lea,0,sciname match,Crocidura_lea,0,NA,Miller & Hollister,"Miller & Hollister, 1921",mdd:1003927,Mammalia,Crocidura lea
Crocidura_lepidura,1003928,22,Sumatran Giant White-toothed Shrew,Sumatran Giant Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,lepidura,Lyon,1908,0,Crocidura lepidura,"Lyon, M.W., Jr. 1908-09-14. Mammals collected in eastern Sumatra by Dr. W. L. Abbott during 1903, 1906, and 1907, with descriptions of new species and subspecies. Proceedings of the United States National Museum 34:619-679.",https://www.biodiversitylibrary.org/page/62629829,USNM:MAMM:123140,holotype,http://n2t.net/ark:/65665/38cd9a034-5fef-4ca8-a654-a7d40cbfefb4,"Kateman River, eastern Sumatra, Indonesia.",NA,NA,"lepidura Lyon, 1908|villosa H. C. Robinson & Kloss, 1918",NA,NA,NA,NA,NA,Sumatran Giant Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_lepidura,0,sciname match,Crocidura_lepidura,0,NA,Lyon,"Lyon, 1908",mdd:1003928,Mammalia,Crocidura lepidura
Crocidura_levicula,1003930,22,Sulawesi Tiny White-toothed Shrew,Celebes Shrew|Sulawesi Tiny Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,levicula,G. S. Miller & Hollister,1921,0,Crocidura levicula,"Miller, G.S., Jr. and Hollister, N. 1921-06-30. Twenty new mammals collected by H. C. Raven in Celebes. Proceedings of the Biological Society of Washington 34:93-104.",https://www.biodiversitylibrary.org/page/3332249,USNM:MAMM:219450,holotype,http://n2t.net/ark:/65665/331f99e65-a49a-4c5a-ac36-84ec310c0cb4,"Pinedapa, Sulawesi, Indonesia.",-1.4167,120.5833,"levicula G. S. Miller & Hollister, 1921",NA,NA,NA,NA,NA,Celebes Shrew;Sulawesi Tiny Shrew,Asia,Australasia,LC,0,0,0,Crocidura_levicula,0,sciname match,Crocidura_levicula,0,NA,Miller & Hollister,"Miller & Hollister, 1921",mdd:1003930,Mammalia,Crocidura levicula
Crocidura_maxi,1003946,22,Javan White-toothed Shrew,Max's Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,maxi,Sody,1936,0,Crocidura maxi,Natuur Tijdschr. Ned. Ind. 46:52,NA,"RMNH.MAM.23992.a, RMNH.MAM.23992.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.23992.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.23992.b,"East Besuki, East Java, Indonesia.",NA,NA,"maxi Sody, 1936",NA,NA,NA,NA,NA,Max's Shrew,Asia,Australasia|Indomalaya,LC,0,0,0,Crocidura_maxi,0,sciname match,Crocidura_maxi,0,NA,Sody,"Sody, 1936",mdd:1003946,Mammalia,Crocidura maxi
Crocidura_mediocris,1006618,22,Central Sulawesi White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,mediocris,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura mediocris,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530104,MZB 43007,holotype,NA,"""Indonesia, Sulawesi Selatan, Luwu Utara, Sukamaju, Mt. Balease; 2.50002° S, 120.48726° E, 862 m elevation.""",-2.50002,120.48726,"mediocris Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006618,Mammalia,Crocidura mediocris
Crocidura_microelongata,1006611,22,Small Elongated White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,microelongata,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura microelongata,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530134,MZB 43000,holotype,NA,"""Indonesia, Sulawesi Selatan, Enrekang, Buntu Bato, Latimojong Village, Karangan, Mt. Latimojong, Bantanase; 3.40755° S, 120.0078° E, 2050 m.""",-3.40755,120.0078,"microelongata Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006611,Mammalia,Crocidura microelongata
Crocidura_monticola,1003951,22,Sunda White-toothed Shrew,Javan White-toothed Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,monticola,W. C. H. Peters,1870,0,Crocidura (Cr.) monticola,"Peters, W.C.H. 1870. Über neue Arten von Spitzmäusen des Königl. zoologischen Museums aus Ceylon, Malacca, Borneo, China, Luzon und Ostafrika. Monatsberichte der Königlichen Preussischen Akademie der Wissenschaften zu Berlin 1870:584-596.",https://www.biodiversitylibrary.org/page/42381545,ZMB 3820,holotype,NA,"""Walde des Berges Lawu bei Surakarta auf Java [= forest of Mount Lawu at Surakarta on Java],"" Indonesia.",NA,NA,"monticola W. C. H. Peters, 1870|bartelsii Jentink, 1910|minuta Otten, 1917",previously included C. neglecta,"Omar, H., Hashim, R., Bhassu, S., & Ruedi, M. (2013). Morphological and genetic relationships of the Crocidura monticola species complex (Soricidae: Crocidurinae) in Sundaland. Mammalian Biology, 78(6), 446-454.",NA,NA,NA,Javan White-toothed Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_monticola,0,sciname match,Crocidura_monticola,0,NA,Peters,"Peters, 1870",mdd:1003951,Mammalia,Crocidura monticola
Crocidura_musseri,1003955,22,Mossy Forest White-toothed Shrew,Mossy Forest Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,musseri,Ruedi & Vogel,1995,0,Crocidura musseri,"Ruedi, M. and Vogel, P. 1995-02. Chromosomal evolution and zoogeographic origin of southeast Asian shrews (genus _Crocidura_). Experientia 51(2):174-178.",https://doi.org/10.1007/BF01929365,MZB 16791,holotype,NA,"Gunung (= Mount) Rorekatimbo, 2230 m, central Sulawesi, Indonesia.",-1.2666666666666666,120.25,"musseri Ruedi & Vogel, 1995",NA,NA,NA,NA,NA,Mossy Forest Shrew,Asia,Australasia,DD,0,0,0,Crocidura_musseri,0,sciname match,Crocidura_musseri,0,NA,Ruedi & Vogel,"Ruedi & Vogel, 1995",mdd:1003955,Mammalia,Crocidura musseri
Crocidura_neglecta,1003959,22,Neglected White-toothed Shrew,Sumatran White-toothed Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,neglecta,Jentink,1888,0,Crocidura neglecta,"Jentink, F.A. 1888. On the shrews from the Malayan Archipelago. Notes from the Leyden Museum 10:161-167.",https://www.biodiversitylibrary.org/page/9622476,"RMNH.MAM.24663.a, RMNH.MAM.24663.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.24663.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.24663.b,"""Sumatra,"" Indonesia.",NA,NA,"neglecta Jentink, 1888",split from C. monticola,"Omar, H., Hashim, R., Bhassu, S., & Ruedi, M. (2013). Morphological and genetic relationships of the Crocidura monticola species complex (Soricidae: Crocidurinae) in Sundaland. Mammalian Biology, 78(6), 446-454.",NA,NA,NA,Sumatran White-toothed Shrew,Asia,Indomalaya,NE,0,0,0,Crocidura_neglecta,0,unmatched,NA,1,NA,Jentink,"Jentink, 1888",mdd:1003959,Mammalia,Crocidura neglecta
Crocidura_nigripes,1003966,22,Black-footed White-toothed Shrew,Black-footed Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,nigripes,G. S. Miller & Hollister,1921,0,Crocidura nigripes,"Miller, G.S., Jr. and Hollister, N. 1921-06-30. Twenty new mammals collected by H. C. Raven in Celebes. Proceedings of the Biological Society of Washington 34:93-104.",https://www.biodiversitylibrary.org/page/3332375,USNM:MAMM:217545,holotype,http://n2t.net/ark:/65665/331354655-ecd1-485e-9eb1-e81d3b550636,"south-west from Tondano Lake, Temboan, north-eastern Sulawesi, Indonesia.",0.979,124.605,"lipara G. S. Miller & Hollister, 1921|nigripes G. S. Miller & Hollister, 1921",NA,NA,NA,NA,NA,Black-footed Shrew,Asia,Australasia,LC,0,0,0,Crocidura_nigripes,0,sciname match,Crocidura_nigripes,0,NA,Miller & Hollister,"Miller & Hollister, 1921",mdd:1003966,Mammalia,Crocidura nigripes
Crocidura_normalis,1006622,22,Typical Sulawesi White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,normalis,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura normalis,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530066,MZB 43010,holotype,NA,"""Indonesia, Sulawesi Tengah, Poso, Huasa, Sedoa, Lore Lindu National Park, Mt. Rorekatimbo; 1.2884° S, 120.3104° E, 2250 m.""",-1.2884,120.3104,"normalis Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006622,Mammalia,Crocidura normalis
Crocidura_ordinaria,1006623,22,West Sulawesi White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,ordinaria,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura ordinaria,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530070,MZB 43011,holotype,NA,"""Indonesia, Sulawesi Barat, Mamasa, Mamasa, Tondok Bakaru, Rantepangko, Mt. Gandang Dewata; 2.8181° S, 119.3823° E, 2200 m elevation.""",-2.8181,119.3823,"ordinaria Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006623,Mammalia,Crocidura ordinaria
Crocidura_orientalis,1003974,22,Oriental White-toothed Shrew,Oriental Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,orientalis,Jentink,1890,0,Crocidura orientalis,"Jentink, F.A. 1890. Mammalia from the Malay archipelago. II. Rodentia, Insectivora, Chiroptera. Pp. 115–130 in Weber, M. (eds.). Zoologische Ergebnisse einer Reise in Niederländisch-Ostindien. Erstes Heft. E. J. Brill, Leiden, 158 pp.",https://www.biodiversitylibrary.org/page/50209858,"RMNH.MAM.12722.a, RMNH.MAM.12722.b",holotype,https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.12722.a | https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.12722.b,"Cibodas, West Java, Indonesia.",NA,NA,"orientalis Jentink, 1890|lawuana Sody, 1936",NA,NA,NA,NA,NA,Oriental Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_orientalis,0,sciname match,Crocidura_orientalis,0,NA,Jentink,"Jentink, 1890",mdd:1003974,Mammalia,Crocidura orientalis
Crocidura_pallida,1006615,22,Pallid-footed White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,pallida,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura pallida,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530118,MZB 43004,holotype,NA,"""Indonesia, Sulawesi Selatan, Luwu Utara, Sukamaju, Mt. Balease; 2.4995° S, 120.4874° E, 900 m elevation.""",-2.4995,120.4874,"pallida Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006615,Mammalia,Crocidura pallida
Crocidura_paradoxura,1003979,22,Sumatran Long-tailed White-toothed Shrew,Paradox Shrew|Sumatran Long-tailed Shrew,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,paradoxura,Dobson,1887,0,Crocidura paradoxura,"Dobson, G.E. 1887-04-09. Description of new species of Soricidae in the collection of the Genoa Civic Museum. Annali del Museo civico di storia naturale di Genova 24:564-567.",https://www.biodiversitylibrary.org/page/61244533,NA,NA,NA,"""Sumatra (Mount Singalan [= Singgalang] at an elevations of 2000 metres),"" Indonesia.",NA,NA,"paradoxura Dobson, 1887",previously included C. aequicauda,"Nations, J. A., Handika, H., Mursyid, A., Darma Busta, R., Apandi, Achmadi, A. S., & Esselstyn, J. A. (2024). Three new shrews (Soricidae: Crocidura) from West Sumatra, Indonesia: elevational and morphological divergence in syntopic sister taxa. Journal of Mammalogy, gyad126.",NA,NA,NA,Paradox Shrew;Sumatran Long-tailed Shrew,Asia,Indomalaya,LC,0,0,0,Crocidura_paradoxura,0,sciname match,Crocidura_paradoxura,0,NA,Dobson,"Dobson, 1887",mdd:1003979,Mammalia,Crocidura paradoxura
Crocidura_parva,1006619,22,Tiny Sulawesi White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,parva,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura parva,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530101,MZB 43008,holotype,NA,"""Indonesia, Sulawesi Selatan, Sinjai, Sinjai Barat, Gunung Perak Village, Mt. Bawakaraeng; 5.286815° S, 119.961406° E, 1713–1754 m elevation.""",-5.286815,119.961406,"parva Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006619,Mammalia,Crocidura parva
Crocidura_pseudorhoditis,1006613,22,North Peninsula White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,pseudorhoditis,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura pseudorhoditis,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530121,MZB 43002,holotype,NA,"""Indonesia; Sulawesi Utara; Bolaang Mondgondow, Passi Timur; Insil; Mt. Ambang, near Lake Aliyah; 0.76385° N, 124.41188° E, 1481 m elevation.""",0.76385,124.41188,"pseudorhoditis Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006613,Mammalia,Crocidura pseudorhoditis
Crocidura_quasielongata,1006612,22,Southern Elongated White-toothed Shrew,NA,Theria,Placentalia,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceota,NA,NA,NA,Soricidae,Crocidurinae,NA,Crocidura,NA,quasielongata,"Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe",2021,0,Crocidura quasielongata,"Esselstyn, J.A., Achmadi, A.S., Handika, H., Swanson, M.T., Giarla, T.C. and Rowe, K.C. 2021. Fourteen new, endemic species of shrew (genus _Crocidura_) from Sulawesi reveal a spectacular island radiation. Bulletin of the American Museum of Natural History 454:1-108.",https://www.biodiversitylibrary.org/page/61530132,MZB 43001,holotype,NA,"""Indonesia, Sulawesi Tengah, Toli Toli, Mt. Dako; 1.10998° N, 120.90339° E, 410 m.""",1.10998,120.90339,"quasielongata Esselstyn, A. S. Achmadi, Handika, Swanson, Giarla, & K. C. Rowe, 2021",recently described,"Esselstyn, J. A., Achmadi, A. S., Handika, H., Swanson, M. T., Giarla, T. C., & Rowe, K. C. (2021). Fourteen New, Endemic Species of Shrew (Genus Crocidura) from Sulawesi Reveal a Spectacular Island Radiation. Bulletin of the American Museum of Natural History, 454(1), 1-108.",NA,NA,NA,NA,Asia,Indomalaya,NE,0,0,0,NA,1,unmatched,NA,1,NA,"Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe","Esselstyn, Achmadi, Handika, Swanson, Giarla, & Rowe, 2021",mdd:1006612,Mammalia,Crocidura quasielongata
